Year,Player,Pos,Age,Tm,all_star,championship,PER,FG,3P,2P,FT,AST,STL,BLK,TOV,PTS
2014,Antawn Jamison,PF,37,LAC,0,0,7.8,29,8,21,18,7,9,3,7,84
2014,Othyus Jeffers,SG,28,TOT,0,0,6.9,3,0,3,3,1,0,0,1,9
2014,Othyus Jeffers,SG,28,SAS,0,1,8.9,3,0,3,1,1,0,0,0,7
2014,Othyus Jeffers,SG,28,MIN,0,0,1.7,0,0,0,2,0,0,0,1,2
2014,Al Jefferson,C,29,CHA,0,0,22.7,700,3,697,191,155,67,79,124,1594
2014,Richard Jefferson,SF,33,UTA,0,0,11.8,294,123,171,120,130,56,14,94,831
2014,John Jenkins,SG,22,ATL,0,0,4.7,16,4,12,4,11,1,1,11,40
2014,Brandon Jennings,PG,24,DET,0,0,15.6,423,154,269,241,609,101,8,215,1241
2014,Jonas Jerebko,PF,26,DET,0,0,13.4,98,31,67,43,39,21,6,43,270
2014,Amir Johnson,PF,26,TOR,0,0,15.4,344,20,324,91,115,56,88,123,799
2014,Chris Johnson,SF,23,BOS,0,0,10.8,85,43,42,37,31,27,4,22,250
2014,James Johnson,SF,26,MEM,0,0,18.5,143,22,121,76,111,42,57,66,384
2014,Joe Johnson,SG,32,BRK,1,0,15.5,462,162,300,159,216,47,10,120,1245
2014,Orlando Johnson,SG,24,TOT,0,0,5.3,36,9,27,19,20,6,2,15,100
2014,Orlando Johnson,SG,24,IND,0,0,6.1,33,8,25,17,16,6,1,14,91
2014,Orlando Johnson,SG,24,SAC,0,0,-0.3,3,1,2,2,4,0,1,1,9
2014,Wesley Johnson,SF,26,LAL,0,0,11,277,100,177,61,124,86,77,90,715
2014,Darius Johnson-Odom,SG,24,PHI,0,0,-23,0,0,0,0,1,1,0,2,0
2014,James Jones,SF,33,MIA,0,0,15.4,31,28,3,7,9,3,4,4,97
2014,Perry Jones,PF,22,OKC,0,0,10.1,83,22,61,28,26,14,19,21,216
2014,Solomon Jones,PF,29,ORL,0,0,5.8,6,0,6,2,2,2,2,2,14
2014,Terrence Jones,PF,22,HOU,0,0,19.1,386,31,355,118,87,53,99,71,921
2014,DeAndre Jordan,C,25,LAC,0,0,18.2,348,0,348,160,74,80,203,123,856
2014,Cory Joseph,SG,22,SAS,0,1,14.7,126,12,114,79,114,35,14,43,343
2014,Chris Kaman,C,31,LAL,0,0,17,176,0,176,52,58,11,40,74,404
2014,Enes Kanter,C,21,UTA,0,0,15.6,419,0,419,149,75,28,42,144,987
2014,Sergey Karasev,SF,20,CLE,0,0,2.3,12,4,8,9,6,3,1,11,37
2014,Ryan Kelly,PF,22,LAL,0,0,12.6,157,48,109,110,95,32,45,47,472
2014,Michael Kidd-Gilchrist,SF,20,CHA,0,0,12,167,1,166,113,52,43,39,60,448
2014,Andrei Kirilenko,PF,32,BRK,0,0,12.4,82,1,81,61,72,40,19,54,226
2014,Brandon Knight,PG,22,MIL,0,0,16.5,461,110,351,259,352,69,17,188,1291
2014,Kyle Korver,SG,32,ATL,0,0,13.5,289,185,104,87,208,70,24,102,850
2014,Kosta Koufos,C,24,MEM,0,0,16.5,227,0,227,60,39,32,71,67,514
2014,Viacheslav Kravtsov,C,26,PHO,0,0,10.5,8,0,8,4,1,0,1,6,20
2014,Ognjen Kuzmic,C,23,GSW,0,0,3.4,5,0,5,5,2,3,4,10,15
2014,Doron Lamb,SG,22,ORL,0,0,7.5,63,36,27,29,43,11,1,27,191
2014,Jeremy Lamb,SG,21,OKC,0,0,13.4,263,88,175,51,115,56,26,61,665
2014,Carl Landry,PF,30,SAC,0,0,11.2,31,0,31,14,5,3,1,9,76
2014,Shane Larkin,PG,21,DAL,0,0,8.3,52,12,40,16,71,26,1,39,132
2014,Ty Lawson,PG,26,DEN,0,0,19,347,72,275,324,543,100,10,200,1090
2014,Ricky Ledo,SG,21,DAL,0,0,12.7,6,3,3,4,2,1,0,2,19
2014,Courtney Lee,SG,28,TOT,0,0,13.8,295,72,223,99,115,65,28,73,761
2014,Courtney Lee,SG,28,BOS,0,0,14.6,90,23,67,18,32,20,9,25,221
2014,Courtney Lee,SG,28,MEM,0,0,13.5,205,49,156,81,83,45,19,48,540
2014,David Lee,PF,30,GSW,0,0,19.1,513,0,513,231,147,48,26,152,1257
2014,Alex Len,C,20,PHO,0,0,7.3,33,0,33,20,4,4,18,26,86
2014,Kawhi Leonard,SF,22,SAS,0,1,19.4,337,69,268,101,133,114,50,80,844
2014,Meyers Leonard,C,21,POR,0,0,9.4,41,0,41,16,18,7,5,15,98
2014,Jon Leuer,PF,24,MEM,0,0,17.6,121,23,98,37,20,18,13,27,302
2014,Rashard Lewis,SF,34,MIA,0,0,10.7,98,46,52,26,57,53,8,35,268
2014,DeAndre Liggins,SG,25,MIA,0,0,129.1,1,0,1,0,0,0,0,0,2
2014,Damian Lillard,PG,23,POR,1,0,18.6,553,218,335,371,457,64,22,193,1695
2014,Jeremy Lin,PG,25,HOU,0,0,14.3,295,82,213,218,294,68,27,176,890
2014,Shaun Livingston,PG,28,BRK,0,0,14.5,235,1,234,158,245,93,31,105,629
2014,Brook Lopez,C,25,BRK,0,0,25.4,129,0,129,94,16,9,30,28,352
2014,Robin Lopez,C,25,POR,0,0,17.7,355,0,355,198,73,25,139,84,908
2014,Kevin Love,PF,25,MIN,1,0,26.9,650,190,460,520,341,59,35,196,2010
2014,Kyle Lowry,PG,27,TOR,0,0,20.1,457,190,267,313,586,121,15,194,1417
2014,John Lucas,PG,31,UTA,0,0,5.2,62,25,37,10,42,14,0,22,159
2014,Shelvin Mack,PG,23,ATL,0,0,13.2,209,62,147,64,271,50,2,89,544
2014,Ian Mahinmi,C,27,IND,0,0,10.2,91,0,91,90,24,41,72,58,272
2014,Shawn Marion,SF,35,DAL,0,0,13.7,341,58,283,51,124,90,37,95,791
2014,Kendall Marshall,PG,22,LAL,0,0,12.6,170,71,99,19,477,48,4,150,430
2014,Cartier Martin,SF,29,TOT,0,0,11,111,59,52,48,33,27,7,34,329
2014,Cartier Martin,SF,29,ATL,0,0,10.9,106,56,50,46,31,26,7,33,314
2014,Cartier Martin,SF,29,CHI,0,0,13.3,5,3,2,2,2,1,0,1,15
2014,Kenyon Martin,PF,36,NYK,0,0,12.2,63,0,63,11,50,25,27,26,137
2014,Kevin Martin,SG,30,MIN,0,0,16.3,440,115,325,303,121,66,6,106,1298
2014,Roger Mason,SG,33,MIA,0,0,8.2,25,17,8,7,19,6,1,9,74
2014,Wesley Matthews,SG,27,POR,0,0,15.7,445,201,244,252,197,76,14,110,1343
2014,Jason Maxiell,PF,30,ORL,0,0,8.1,47,0,47,15,9,8,20,14,109
2014,Eric Maynor,PG,26,TOT,0,0,6.2,32,12,20,6,52,9,3,29,82
2014,Eric Maynor,PG,26,WAS,0,0,6,21,8,13,2,40,5,1,17,52
2014,Eric Maynor,PG,26,PHI,0,0,6.6,11,4,7,4,12,4,2,12,30
2014,O.J. Mayo,SG,26,MIL,0,0,11.2,224,84,140,76,113,28,13,95,608
2014,Luc Mbah,PF-SF,27,TOT,0,0,8.3,87,4,83,46,36,30,14,40,224
2014,Luc Mbah,SF,27,SAC,0,0,11.7,15,1,14,9,15,9,5,4,40
2014,Luc Mbah,PF,27,MIN,0,0,7.5,72,3,69,37,21,21,9,36,184
2014,Ray McCallum,PG,22,SAC,0,0,9.7,113,22,91,32,120,22,9,39,280
2014,C.J. McCollum,SG,22,POR,0,0,9,74,30,44,23,27,14,2,35,201
2014,JaVale McGee,C,26,DEN,0,0,10.2,17,0,17,1,2,1,7,8,35
2014,Ben McLemore,SG,20,SAC,0,0,7.7,255,95,160,115,82,45,18,96,720
2014,Josh McRoberts,PF,26,CHA,0,0,13.8,247,105,142,62,333,58,46,83,661
2014,Jodie Meeks,SG,26,LAL,0,0,14.7,413,162,251,221,138,111,4,111,1209
2014,Gal Mekel,PG,25,DAL,0,0,5.4,30,5,25,8,63,4,1,31,73
2014,Khris Middleton,SF,22,MIL,0,0,12.5,376,120,256,118,169,83,20,123,990
2014,C.J. Miles,SG,26,CLE,0,0,16,178,83,95,64,52,46,15,44,503
2014,Andre Miller,SG,37,TOT,0,0,13.9,106,11,95,60,197,34,9,61,283
2014,Andre Miller,SG,37,DEN,0,0,13.4,66,9,57,35,100,15,7,33,176
2014,Andre Miller,SG,37,WAS,0,0,14.6,40,2,38,25,97,19,2,28,107
2014,Darius Miller,SF,23,NOP,0,0,9,73,25,48,29,43,24,9,22,200
2014,Mike Miller,SF,33,MEM,0,0,12.5,213,107,106,46,130,26,5,77,579
2014,Quincy Miller,PF,21,DEN,0,0,8.6,94,30,64,39,26,22,32,48,257
2014,Patty Mills,PG,25,SAS,0,1,18.7,309,135,174,73,149,68,9,63,826
2014,Paul Millsap,PF,28,ATL,1,0,19.8,483,76,407,286,232,129,78,185,1328
2014,Tony Mitchell,SF,24,MIL,0,0,30.9,3,0,3,0,1,1,0,0,6
2014,Tony Mitchell,PF,21,DET,0,0,18.1,5,1,4,11,2,6,3,4,22
2014,Nazr Mohammed,C,36,CHI,0,0,10.1,54,0,54,16,20,14,30,37,124
2014,Greg Monroe,PF,23,DET,0,0,18.1,504,0,504,241,171,91,47,166,1249
2014,E'Twaun Moore,SG,24,ORL,0,0,11.1,195,57,138,52,112,60,13,55,499
2014,Darius Morris,PG,23,TOT,0,0,9.2,39,12,27,17,44,13,0,27,107
2014,Darius Morris,PG,23,PHI,0,0,11.9,29,10,19,15,31,8,0,19,83
2014,Darius Morris,PG,23,LAC,0,0,1.5,4,0,4,1,5,2,0,2,9
2014,Darius Morris,PG,23,MEM,0,0,7.9,6,2,4,1,8,3,0,6,15
2014,Marcus Morris,SF,24,PHO,0,0,14.8,288,99,189,121,88,72,18,95,796
2014,Markieff Morris,PF,24,PHO,0,0,18.4,411,34,377,259,144,68,51,147,1115
2014,Anthony Morrow,SG,28,NOP,0,0,13.9,238,88,150,72,59,38,12,51,636
2014,Donatas Motiejunas,PF,23,HOU,0,0,10.7,131,21,110,58,34,20,21,49,341
2014,Arnett Moultrie,PF,23,PHI,0,0,6.7,16,0,16,4,2,8,4,7,36
2014,Timofey Mozgov,C,27,DEN,0,0,16.7,285,4,281,196,62,27,100,122,770
2014,Shabazz Muhammad,SG,21,MIN,0,0,13.1,57,3,54,26,6,8,1,16,143
2014,Byron Mullens,C,24,TOT,0,0,12.8,73,33,40,10,14,15,11,27,189
2014,Byron Mullens,C,24,LAC,0,0,7.8,26,13,13,2,6,6,3,13,67
2014,Byron Mullens,C,24,PHI,0,0,16.1,47,20,27,8,8,9,8,14,122
2014,Erik Murphy,C,23,CHI,0,0,0.2,3,0,3,0,2,0,4,2,6
2014,Toure' Murry,PG,24,NYK,0,0,11.1,56,5,51,23,49,19,1,34,140
2014,Mike Muscala,PF,22,ATL,0,0,10.8,31,0,31,14,7,3,10,12,76
2014,Hamady N'Diaye,C,27,SAC,0,0,2.9,3,0,3,0,3,0,4,3,6
2014,Steve Nash,PG,39,LAL,0,0,12.2,36,8,28,22,86,7,2,31,102
2014,Gary Neal,SG,29,TOT,0,0,12.5,193,68,125,94,83,18,0,64,548
2014,Gary Neal,SG,29,MIL,0,0,11.2,108,40,68,45,46,7,0,39,301
2014,Gary Neal,SG,29,CHA,0,0,14,85,28,57,49,37,11,0,25,247
2014,Nemanja Nedovic,SG,22,GSW,0,0,-1.7,8,3,5,7,13,0,1,13,26
2014,Jameer Nelson,PG,31,ORL,0,0,13.9,294,136,158,96,476,52,5,166,820
2014,Andrew Nicholson,PF,24,ORL,0,0,9.9,180,28,152,47,25,18,23,51,435
2014,Joakim Noah,C,28,CHI,1,0,20,380,0,380,247,431,99,121,194,1007
2014,Steve Novak,PF,30,TOR,0,0,11.1,60,52,8,6,13,12,4,5,178
2014,Dirk Nowitzki,PF,35,DAL,1,0,23.6,633,131,502,338,216,73,45,117,1735
2014,James Nunnally,SF,23,TOT,0,0,6.1,15,8,7,6,8,6,2,7,44
2014,James Nunnally,SF,23,ATL,0,0,6.2,6,3,3,3,2,1,1,4,18
2014,James Nunnally,SF,23,PHI,0,0,6.1,9,5,4,3,6,5,1,3,26
2014,Jermaine O'Neal,PF,35,GSW,0,0,15.3,125,0,125,99,25,14,40,52,349
2014,Kyle O'Quinn,C,23,ORL,0,0,16.5,186,0,186,57,78,39,88,78,429
2014,Greg Oden,C,26,MIA,0,0,12.4,27,0,27,13,1,7,13,12,67
2014,Victor Oladipo,PG,21,ORL,0,0,13.6,392,74,318,248,327,129,37,256,1106
2014,Kelly Olynyk,C,22,BOS,0,0,15.2,234,40,194,99,109,35,27,106,607
2014,Arinze Onuaku,PF,26,TOT,0,0,3.8,1,0,1,1,3,0,0,1,3
2014,Arinze Onuaku,PF,26,NOP,0,0,5.6,1,0,1,1,3,0,0,1,3
2014,Arinze Onuaku,PF,26,CLE,0,0,-5.3,0,0,0,0,0,0,0,0,0
2014,Daniel Orton,C,23,PHI,0,0,10.5,21,0,21,23,15,6,16,18,65
2014,Travis Outlaw,SF,29,SAC,0,0,10.4,130,41,89,42,48,20,19,26,343
2014,Zaza Pachulia,C,29,MIL,0,0,14,149,0,149,110,136,45,14,92,408
2014,Jannero Pargo,PG,34,CHA,0,0,18.9,52,24,28,8,52,14,1,26,136
2014,Tony Parker,PG,31,SAS,1,1,18.9,456,25,431,197,388,36,9,151,1134
2014,Chandler Parsons,SF,25,HOU,0,0,15.9,466,130,336,164,298,88,29,144,1226
2014,Patrick Patterson,PF,24,TOT,0,0,14.6,225,55,170,50,78,55,37,65,555
2014,Patrick Patterson,PF,24,SAC,0,0,10.3,50,9,41,9,15,13,3,16,118
2014,Patrick Patterson,PF,24,TOR,0,0,16.2,175,46,129,41,63,42,34,49,437
2014,Chris Paul,PG,28,LAC,1,0,25.9,406,78,328,295,663,154,4,145,1185
2014,Nikola Pekovic,C,28,MIN,0,0,20.7,379,0,379,186,50,30,23,84,944
2014,Kendrick Perkins,C,29,OKC,0,0,6.3,87,0,87,37,67,26,32,90,211
2014,Paul Pierce,SF,36,BRK,0,0,16.8,321,112,209,256,178,86,31,153,1010
2014,Dexter Pittman,C,25,ATL,0,0,13.1,0,0,0,0,0,0,0,0,0
2014,Mason Plumlee,C,23,BRK,0,0,19,199,0,199,122,60,49,55,77,520
2014,Miles Plumlee,C,25,PHO,0,0,14.6,286,0,286,74,43,50,90,111,646
2014,Quincy Pondexter,SG,25,MEM,0,0,10.3,31,11,20,21,20,5,1,15,94
2014,Otto Porter,SF,20,WAS,0,0,6,33,4,29,8,10,8,1,14,78
2014,Josh Powell,PF,31,HOU,0,0,2.5,2,0,2,0,0,0,1,1,4
2014,Phil Pressey,PG,22,BOS,0,0,8.8,78,28,50,29,241,68,5,87,213
2014,A.J. Price,SG,27,MIN,0,0,9.7,19,6,13,0,13,1,0,7,44
2014,Ronnie Price,SG,30,ORL,0,0,7.6,28,9,19,9,66,25,2,26,74
2014,Pablo Prigioni,PG,36,NYK,0,0,13,88,65,23,11,228,67,2,60,252
2014,Tayshaun Prince,SF,33,MEM,0,0,8.2,200,20,180,34,119,39,19,41,454
2014,Miroslav Raduljica,C,26,MIL,0,0,15.3,68,0,68,45,23,7,13,28,181
2014,Anthony Randolph,PF,24,DEN,0,0,12.2,68,18,50,52,32,26,19,39,206
2014,Shavlik Randolph,PF,30,PHO,0,0,7.7,7,0,7,6,1,3,1,5,20
2014,Zach Randolph,PF,32,MEM,0,0,18.3,560,2,558,250,200,54,23,183,1372
2014,J.J. Redick,SG,29,LAC,0,0,16.6,181,73,108,97,78,28,3,42,532
2014,Glen Rice,SG,23,WAS,0,0,6.6,11,5,6,5,7,6,1,9,32
2014,Luke Ridnour,PG,32,TOT,0,0,9,126,37,89,17,176,32,8,66,306
2014,Luke Ridnour,PG,32,MIL,0,0,9.1,84,25,59,13,122,23,2,46,206
2014,Luke Ridnour,PG,32,CHA,0,0,8.6,42,12,30,4,54,9,6,20,100
2014,Austin Rivers,PG,21,NOP,0,0,11.6,192,36,156,110,160,45,9,77,530
2014,Andre Roberson,SG,22,OKC,0,0,9,33,2,31,7,15,19,10,19,75
2014,Brian Roberts,PG,28,NOP,0,0,13.4,244,64,180,125,234,43,7,95,677
2014,Nate Robinson,PG,29,DEN,0,0,15.6,164,58,106,71,112,36,4,58,457
2014,Thomas Robinson,PF,22,POR,0,0,14.1,141,0,141,57,34,23,20,57,339
2014,Rajon Rondo,PG,27,BOS,0,0,15.3,141,26,115,42,294,40,2,99,350
2014,Derrick Rose,PG,25,CHI,0,0,9.7,58,16,42,27,43,5,1,34,159
2014,Terrence Ross,SG,22,TOR,0,0,12,318,161,157,82,79,64,27,88,879
2014,Ricky Rubio,PG,23,MIN,0,0,15.4,255,44,211,227,704,191,11,221,781
2014,Brandon Rush,SG,28,UTA,0,0,4.1,30,16,14,3,24,5,9,20,79
2014,Robert Sacre,C,24,LAL,0,0,12.1,143,0,143,64,51,24,47,44,350
2014,John Salmons,SG-SF,34,TOT,0,0,7.8,150,63,87,40,147,47,19,54,403
2014,John Salmons,SF,34,SAC,0,0,8.3,41,16,25,7,44,12,8,14,105
2014,John Salmons,SG,34,TOR,0,0,7.6,109,47,62,33,103,35,11,40,298
2014,Larry Sanders,C,25,MIL,0,0,14,76,0,76,26,19,18,40,26,178
2014,Dennis Schroder,PG,20,ATL,0,0,5.8,72,10,62,29,93,17,0,61,183
2014,Luis Scola,PF,33,IND,0,0,13.4,263,1,262,99,81,26,16,108,626
2014,Mike Scott,PF,25,ATL,0,0,15.3,301,62,239,103,75,30,7,79,767
2014,Thabo Sefolosha,SG,29,OKC,0,0,10.4,141,48,93,53,94,79,17,55,383
2014,Kevin Seraphin,C,24,WAS,0,0,12.5,111,0,111,27,17,3,26,41,249
2014,Ramon Sessions,PG,27,TOT,0,0,16,330,35,295,326,340,49,9,148,1021
2014,Ramon Sessions,PG,27,CHA,0,0,14.6,190,15,175,183,206,33,6,93,578
2014,Ramon Sessions,PG,27,MIL,0,0,18,140,20,120,143,134,16,3,55,443
2014,Mustafa Shakur,PG,29,OKC,0,0,-8.8,0,0,0,1,4,0,0,2,1
2014,Tornike Shengelia,SF,22,TOT,0,0,3.9,13,0,13,3,14,3,1,12,29
2014,Tornike Shengelia,SF,22,BRK,0,0,3.3,11,0,11,3,12,2,1,11,25
2014,Tornike Shengelia,SF,22,CHI,0,0,9,2,0,2,0,2,1,0,1,4
2014,Iman Shumpert,SG,23,NYK,0,0,9.6,183,76,107,53,129,92,13,79,495
2014,Alexey Shved,SG,25,MIN,0,0,10.2,76,30,46,68,68,26,16,48,250
2014,Henry Sims,C,23,TOT,0,0,16.1,130,0,130,90,52,28,20,41,350
2014,Henry Sims,C,23,CLE,0,0,10.7,18,0,18,8,5,5,7,8,44
2014,Henry Sims,C,23,PHI,0,0,17.4,112,0,112,82,47,23,13,33,306
2014,Kyle Singler,SF,25,DET,0,0,11.8,269,94,175,152,75,61,38,79,784
2014,Chris Singleton,SF,24,WAS,0,0,8.8,25,7,18,18,6,9,3,17,75
2014,Peyton Siva,SG,23,DET,0,0,5.7,18,7,11,11,34,9,1,18,54
2014,Donald Sloan,SG,26,IND,0,0,8.5,44,10,34,12,50,10,1,22,110
2014,Chris Smith,PG,26,NYK,0,0,0,0,0,0,0,0,0,0,0,0
2014,Greg Smith,C,23,HOU,0,0,13.7,18,0,18,2,0,1,2,5,38
2014,Ish Smith,PG,25,PHO,0,0,11.7,119,1,118,22,179,49,13,65,261
2014,J.R. Smith,SF,28,NYK,0,0,14,396,189,207,90,219,65,20,108,1071
2014,Jason Smith,PF,27,NOP,0,0,12.4,131,0,131,39,29,11,29,28,301
2014,Josh Smith,SF,28,DET,0,0,14.1,517,70,447,160,252,105,110,199,1264
2014,Tony Snell,SG,22,CHI,0,0,8,129,57,72,31,68,29,15,44,346
2014,James Southerland,SF,23,TOT,0,0,11.8,5,3,2,1,0,1,2,1,14
2014,James Southerland,SF,23,CHA,0,0,-40.6,0,0,0,0,0,0,0,0,0
2014,James Southerland,SF,23,NOP,0,0,17.7,5,3,2,1,0,1,2,1,14
2014,Marreese Speights,C,26,GSW,0,0,15.2,195,8,187,110,32,10,34,66,508
2014,Tiago Splitter,C,29,SAS,0,1,16.5,181,0,181,121,90,29,31,75,483
2014,D.J. Stephens,SG,23,MIL,0,0,16.1,3,0,3,1,0,0,0,0,7
2014,Lance Stephenson,SG,23,IND,0,0,14.7,427,86,341,140,359,54,7,210,1080
2014,Greg Stiemsma,C,28,NOP,0,0,9.7,70,0,70,19,36,35,57,44,159
2014,Julyan Stone,SG,25,TOR,0,0,6.6,7,2,5,2,12,3,0,5,18
2014,Amar'e Stoudemire,C,31,NYK,0,0,18.8,311,0,311,150,34,23,37,91,772
2014,Rodney Stuckey,SG,27,DET,0,0,14,372,24,348,244,152,54,10,125,1012
2014,Jared Sullinger,PF,21,BOS,0,0,16.4,384,56,328,158,118,35,49,119,982
2014,Jeffery Taylor,SF,24,CHA,0,0,5.9,82,18,64,26,22,13,5,25,208
2014,Tyshawn Taylor,PG,23,BRK,0,0,5.4,31,3,28,24,36,12,1,31,89
2014,Jeff Teague,PG,25,ATL,0,0,17.1,456,74,382,318,528,89,17,232,1304
2014,Marquis Teague,SG,20,TOT,0,0,3.8,38,5,33,26,58,10,5,39,107
2014,Marquis Teague,SG,20,CHI,0,0,0,16,2,14,11,28,2,4,17,45
2014,Marquis Teague,SG,20,BRK,0,0,8.4,22,3,19,15,30,8,1,22,62
2014,Mirza Teletovic,SF,28,BRK,0,0,14.3,221,136,85,44,57,29,23,54,622
2014,Garrett Temple,SG,27,WAS,0,0,7.8,51,6,45,30,72,35,11,42,138
2014,Jason Terry,PG,36,BRK,0,0,7.4,55,39,16,10,56,13,0,27,159
2014,Hasheem Thabeet,C,26,OKC,0,0,2.6,13,0,13,1,1,4,9,14,27
2014,Adonis Thomas,SF,20,TOT,0,0,7.3,6,1,5,1,3,0,0,1,14
2014,Adonis Thomas,SF,20,ORL,0,0,5.8,3,0,3,1,2,0,0,0,7
2014,Adonis Thomas,SF,20,PHI,0,0,10.1,3,1,2,0,1,0,0,1,7
2014,Isaiah Thomas,PG,24,SAC,0,0,20.5,496,127,369,346,454,93,8,213,1465
2014,Lance Thomas,SF,25,NOP,0,0,0.5,2,0,2,2,3,0,0,2,6
2014,Malcolm Thomas,PF,25,TOT,0,0,4.6,7,1,6,0,2,0,3,9,15
2014,Malcolm Thomas,PF,25,SAS,0,1,6.6,1,0,1,0,0,0,2,1,2
2014,Malcolm Thomas,PF,25,UTA,0,0,4,6,1,5,0,2,0,1,8,13
2014,Hollis Thompson,SF,22,PHI,0,0,9.5,171,67,104,52,73,53,12,60,461
2014,Jason Thompson,PF,27,SAC,0,0,11.1,251,0,251,84,53,32,56,95,586
2014,Klay Thompson,SG,23,GSW,0,0,14.3,559,223,336,147,181,74,37,135,1488
2014,Tristan Thompson,PF,22,CLE,0,0,14.9,363,0,363,235,72,42,35,108,961
2014,Marcus Thornton,SG,26,TOT,0,0,12,252,109,143,90,77,58,11,67,703
2014,Marcus Thornton,SG,26,SAC,0,0,9.7,142,57,85,42,47,31,8,38,383
2014,Marcus Thornton,SG,26,BRK,0,0,16.1,110,52,58,48,30,27,3,29,320
2014,Jamaal Tinsley,PG,35,UTA,0,0,1.9,4,1,3,0,23,2,0,9,9
2014,Anthony Tolliver,PF,28,CHA,0,0,11,129,102,27,33,42,19,15,23,393
2014,P.J. Tucker,SF,28,PHO,0,0,13.3,265,74,191,156,141,110,23,102,760
2014,Ronny Turiaf,C,31,MIN,0,0,13.9,64,0,64,21,24,8,50,24,149
2014,Hedo Turkoglu,SF,34,LAC,0,0,11.3,42,22,20,9,33,19,10,16,115
2014,Evan Turner,SF,25,TOT,0,0,12.4,434,50,384,213,262,67,7,189,1131
2014,Evan Turner,SF,25,PHI,0,0,13.2,356,38,318,189,198,56,5,155,939
2014,Evan Turner,SF,25,IND,0,0,9.7,78,12,66,24,64,11,2,34,192
2014,Jeremy Tyler,C,22,NYK,0,0,13,60,0,60,26,8,6,20,26,146
2014,Ekpe Udoh,PF,26,MIL,0,0,7.6,57,0,57,30,31,15,44,38,144
2014,Beno Udrih,SG,31,TOT,0,0,12.7,78,19,59,25,116,23,4,47,200
2014,Beno Udrih,SG,31,NYK,0,0,12.4,68,17,51,20,110,22,3,42,173
2014,Beno Udrih,SG,31,MEM,0,0,16,10,2,8,5,6,1,1,5,27
2014,Jonas Valanciunas,C,21,TOR,0,0,16.1,359,0,359,198,57,24,71,136,916
2014,Anderson Varejao,C,31,CLE,0,0,17,227,0,227,92,140,69,39,72,546
2014,Jarvis Varnado,PF,25,TOT,0,0,13.3,36,0,36,27,13,10,29,10,99
2014,Jarvis Varnado,PF,25,CHI,0,0,-9.1,0,0,0,0,0,0,0,0,0
2014,Jarvis Varnado,PF,25,PHI,0,0,13.4,36,0,36,27,13,10,29,10,99
2014,Greivis Vasquez,SG-PG,27,TOT,0,0,14.1,277,109,168,95,323,31,5,128,758
2014,Greivis Vasquez,PG,27,SAC,0,0,14.1,65,16,49,30,95,6,1,27,176
2014,Greivis Vasquez,SG,27,TOR,0,0,14.2,212,93,119,65,228,25,4,101,582
2014,Jan Vesely,PF,23,TOT,0,0,12.7,89,0,89,19,21,53,35,36,197
2014,Jan Vesely,PF,23,WAS,0,0,11.5,48,0,48,8,10,26,19,22,104
2014,Jan Vesely,PF,23,DEN,0,0,14.5,41,0,41,11,11,27,16,14,93
2014,Charlie Villanueva,PF,29,DET,0,0,12.7,35,14,21,8,6,4,5,7,92
2014,Nikola Vucevic,C,23,ORL,0,0,18.8,353,0,353,105,104,60,47,112,811
2014,Sasha Vujacic,SG,29,LAC,0,0,1.5,2,1,1,0,0,1,0,3,5
2014,Dwyane Wade,SG,32,MIA,1,0,22,415,9,406,189,252,79,29,161,1028
2014,Dion Waiters,SG,22,CLE,0,0,14,430,92,338,161,209,63,17,154,1113
2014,Kemba Walker,PG,23,CHA,0,0,16.8,449,109,340,282,447,86,32,169,1289
2014,John Wall,PG,23,WAS,1,0,19.5,579,108,471,317,721,149,40,295,1583
2014,Gerald Wallace,SF,31,BOS,0,0,10,116,19,97,47,143,73,14,97,298
2014,Casper Ware,PG,24,PHI,0,0,13,18,7,11,5,10,8,0,5,48
2014,C.J. Watson,PG,29,IND,0,0,13,146,53,93,69,107,60,8,60,414
2014,Earl Watson,PG,34,POR,0,0,2.1,3,2,1,4,28,5,1,17,12
2014,Maalik Wayns,PG,22,LAC,0,0,19.3,1,0,1,0,2,2,0,0,2
2014,Martell Webster,SF,27,WAS,0,0,11.5,254,146,108,105,97,41,15,58,759
2014,David West,PF,33,IND,0,0,17.5,458,4,454,198,223,61,74,133,1118
2014,Russell Westbrook,PG,25,OKC,0,0,24.7,346,68,278,242,319,88,7,177,1002
2014,D.J. White,PF,27,CHA,0,0,2.4,0,0,0,0,0,1,0,0,0
2014,Royce White,PF,22,SAC,0,0,-8.3,0,0,0,0,0,0,0,0,0
2014,Deron Williams,PG,29,BRK,0,0,17.6,322,98,224,173,392,93,13,143,915
2014,Derrick Williams,SF-PF,22,TOT,0,0,11.5,206,26,180,186,56,48,20,76,624
2014,Derrick Williams,PF,22,MIN,0,0,7.6,19,2,17,14,1,4,4,6,54
2014,Derrick Williams,SF,22,SAC,0,0,11.9,187,24,163,172,55,44,16,70,570
2014,Elliot Williams,SG,24,PHI,0,0,8.7,140,37,103,87,72,35,3,68,404
2014,Lou Williams,PG,27,ATL,0,0,14.2,197,79,118,152,210,45,4,92,625
2014,Marvin Williams,PF,27,UTA,0,0,14,231,84,147,57,78,54,31,53,603
2014,Mo Williams,PG,31,POR,0,0,11.8,280,83,197,78,321,55,10,149,721
